style_idx,style,cluster,rung,k,channel,n_off,n_on,count_delta,intersection,sym_diff,added,removed,jaccard,jaccard_distance,retention,ids_off,ids_on
5,Precise,Analytical,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
5,Precise,Analytical,Contextual,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 11,3 11
5,Precise,Analytical,Contextual,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 18,1 18
5,Precise,Analytical,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 10 17,3 10 17
5,Precise,Analytical,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 13 23,1 13 23
5,Precise,Analytical,Contextual,4,same,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,3 7 10 11,3 7 10 11
5,Precise,Analytical,Contextual,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,1 9 18 29,1 9 18 29
5,Precise,Analytical,Contextual,8,same,6,6,0,6,0,0,0,1.000000,0.000000,1.000000,3 7 10 11 17 21,3 7 10 11 17 21
5,Precise,Analytical,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,1 4 9 15 18 23 29 31,1 4 9 15 18 23 29 31
5,Precise,Analytical,Analogical,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
5,Precise,Analytical,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
5,Precise,Analytical,Analogical,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
5,Precise,Analytical,Analogical,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
5,Precise,Analytical,Analogical,3,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
5,Precise,Analytical,Analogical,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
5,Precise,Analytical,Analogical,4,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
5,Precise,Analytical,Analogical,4,cross,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
5,Precise,Analytical,Analogical,8,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
5,Precise,Analytical,Analogical,8,cross,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
6,Creative,Creative,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
6,Creative,Creative,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
6,Creative,Creative,Surface,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
6,Creative,Creative,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
6,Creative,Creative,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
6,Creative,Creative,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
6,Creative,Creative,Surface,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
6,Creative,Creative,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
6,Creative,Creative,Surface,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
6,Creative,Creative,Surface,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
6,Creative,Creative,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
6,Creative,Creative,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
6,Creative,Creative,Shallow,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
6,Creative,Creative,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
6,Creative,Creative,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
6,Creative,Creative,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
6,Creative,Creative,Shallow,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
6,Creative,Creative,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
6,Creative,Creative,Shallow,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
6,Creative,Creative,Shallow,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
6,Creative,Creative,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
6,Creative,Creative,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
6,Creative,Creative,Contextual,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
6,Creative,Creative,Contextual,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 16,1 16
6,Creative,Creative,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
6,Creative,Creative,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 11 21,1 11 21
6,Creative,Creative,Contextual,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
6,Creative,Creative,Contextual,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,1 7 15 18,1 7 15 18
6,Creative,Creative,Contextual,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
6,Creative,Creative,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,1 2 3 7 10 11 15 16,1 2 3 7 10 11 15 16
6,Creative,Creative,Analogical,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
6,Creative,Creative,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
6,Creative,Creative,Analogical,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
6,Creative,Creative,Analogical,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
6,Creative,Creative,Analogical,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
6,Creative,Creative,Analogical,3,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
6,Creative,Creative,Analogical,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
6,Creative,Creative,Analogical,4,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
6,Creative,Creative,Analogical,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
6,Creative,Creative,Analogical,8,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
7,Imaginative,Creative,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
7,Imaginative,Creative,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
7,Imaginative,Creative,Surface,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
7,Imaginative,Creative,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
7,Imaginative,Creative,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
7,Imaginative,Creative,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
7,Imaginative,Creative,Surface,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
7,Imaginative,Creative,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
7,Imaginative,Creative,Surface,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
7,Imaginative,Creative,Surface,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
7,Imaginative,Creative,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
7,Imaginative,Creative,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
7,Imaginative,Creative,Shallow,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
7,Imaginative,Creative,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
7,Imaginative,Creative,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
7,Imaginative,Creative,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
7,Imaginative,Creative,Shallow,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
7,Imaginative,Creative,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
7,Imaginative,Creative,Shallow,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
7,Imaginative,Creative,Shallow,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
7,Imaginative,Creative,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
7,Imaginative,Creative,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
7,Imaginative,Creative,Contextual,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
7,Imaginative,Creative,Contextual,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 16,1 16
7,Imaginative,Creative,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
7,Imaginative,Creative,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 11 21,1 11 21
7,Imaginative,Creative,Contextual,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
7,Imaginative,Creative,Contextual,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,1 7 15 18,1 7 15 18
7,Imaginative,Creative,Contextual,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
7,Imaginative,Creative,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,1 2 3 7 10 11 15 16,1 2 3 7 10 11 15 16
7,Imaginative,Creative,Analogical,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
7,Imaginative,Creative,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
7,Imaginative,Creative,Analogical,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
7,Imaginative,Creative,Analogical,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
7,Imaginative,Creative,Analogical,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
7,Imaginative,Creative,Analogical,3,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
7,Imaginative,Creative,Analogical,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
7,Imaginative,Creative,Analogical,4,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
7,Imaginative,Creative,Analogical,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
7,Imaginative,Creative,Analogical,8,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
8,Innovative,Creative,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
8,Innovative,Creative,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
8,Innovative,Creative,Surface,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
8,Innovative,Creative,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
8,Innovative,Creative,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
8,Innovative,Creative,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
8,Innovative,Creative,Surface,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
8,Innovative,Creative,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
8,Innovative,Creative,Surface,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
8,Innovative,Creative,Surface,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
8,Innovative,Creative,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
8,Innovative,Creative,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
8,Innovative,Creative,Shallow,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
8,Innovative,Creative,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
8,Innovative,Creative,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
8,Innovative,Creative,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
8,Innovative,Creative,Shallow,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
8,Innovative,Creative,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
8,Innovative,Creative,Shallow,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
8,Innovative,Creative,Shallow,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
8,Innovative,Creative,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
8,Innovative,Creative,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
8,Innovative,Creative,Contextual,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
8,Innovative,Creative,Contextual,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 16,1 16
8,Innovative,Creative,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
8,Innovative,Creative,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 11 21,1 11 21
8,Innovative,Creative,Contextual,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
8,Innovative,Creative,Contextual,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,1 7 15 18,1 7 15 18
8,Innovative,Creative,Contextual,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
8,Innovative,Creative,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,1 2 3 7 10 11 15 16,1 2 3 7 10 11 15 16
8,Innovative,Creative,Analogical,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
8,Innovative,Creative,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
8,Innovative,Creative,Analogical,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
8,Innovative,Creative,Analogical,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
8,Innovative,Creative,Analogical,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
8,Innovative,Creative,Analogical,3,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
8,Innovative,Creative,Analogical,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
8,Innovative,Creative,Analogical,4,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
8,Innovative,Creative,Analogical,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
8,Innovative,Creative,Analogical,8,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
9,Artistic,Creative,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
9,Artistic,Creative,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
9,Artistic,Creative,Surface,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
9,Artistic,Creative,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
9,Artistic,Creative,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
9,Artistic,Creative,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
9,Artistic,Creative,Surface,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
9,Artistic,Creative,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
9,Artistic,Creative,Surface,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
9,Artistic,Creative,Surface,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
9,Artistic,Creative,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
9,Artistic,Creative,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
9,Artistic,Creative,Shallow,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
9,Artistic,Creative,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
9,Artistic,Creative,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
9,Artistic,Creative,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
9,Artistic,Creative,Shallow,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
9,Artistic,Creative,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
9,Artistic,Creative,Shallow,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
9,Artistic,Creative,Shallow,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
9,Artistic,Creative,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
9,Artistic,Creative,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
9,Artistic,Creative,Contextual,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
9,Artistic,Creative,Contextual,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 16,1 16
9,Artistic,Creative,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
9,Artistic,Creative,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 11 21,1 11 21
9,Artistic,Creative,Contextual,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
9,Artistic,Creative,Contextual,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,1 7 15 18,1 7 15 18
9,Artistic,Creative,Contextual,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
9,Artistic,Creative,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,1 2 3 7 10 11 15 16,1 2 3 7 10 11 15 16
9,Artistic,Creative,Analogical,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
9,Artistic,Creative,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
9,Artistic,Creative,Analogical,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
9,Artistic,Creative,Analogical,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
9,Artistic,Creative,Analogical,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
9,Artistic,Creative,Analogical,3,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
9,Artistic,Creative,Analogical,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
9,Artistic,Creative,Analogical,4,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
9,Artistic,Creative,Analogical,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
9,Artistic,Creative,Analogical,8,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
10,Poetic,Creative,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
10,Poetic,Creative,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
10,Poetic,Creative,Surface,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
10,Poetic,Creative,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
10,Poetic,Creative,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
10,Poetic,Creative,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
10,Poetic,Creative,Surface,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
10,Poetic,Creative,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
10,Poetic,Creative,Surface,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
10,Poetic,Creative,Surface,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
10,Poetic,Creative,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
10,Poetic,Creative,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
10,Poetic,Creative,Shallow,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
10,Poetic,Creative,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
10,Poetic,Creative,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
10,Poetic,Creative,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
10,Poetic,Creative,Shallow,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
10,Poetic,Creative,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
10,Poetic,Creative,Shallow,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
10,Poetic,Creative,Shallow,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
10,Poetic,Creative,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
10,Poetic,Creative,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
10,Poetic,Creative,Contextual,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
10,Poetic,Creative,Contextual,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 16,1 16
10,Poetic,Creative,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
10,Poetic,Creative,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 11 21,1 11 21
10,Poetic,Creative,Contextual,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
10,Poetic,Creative,Contextual,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,1 7 15 18,1 7 15 18
10,Poetic,Creative,Contextual,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
10,Poetic,Creative,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,1 2 3 7 10 11 15 16,1 2 3 7 10 11 15 16
10,Poetic,Creative,Analogical,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
10,Poetic,Creative,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
10,Poetic,Creative,Analogical,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
10,Poetic,Creative,Analogical,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
10,Poetic,Creative,Analogical,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
10,Poetic,Creative,Analogical,3,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
10,Poetic,Creative,Analogical,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
10,Poetic,Creative,Analogical,4,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
10,Poetic,Creative,Analogical,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
10,Poetic,Creative,Analogical,8,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
11,Playful,Creative,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
11,Playful,Creative,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
11,Playful,Creative,Surface,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
11,Playful,Creative,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
